,Date,Open,High,Low,Close,Adj Close,Volume,50_MA
0,1980-12-12,0.0004309500135666304,0.0004332705669408876,0.00044251190623458567,0.00043548369581489395,0.00034081102437249187,0.06319810034460305,
1,1980-12-15,0.00039733193617669894,0.00039665846315325016,0.0004051188934741866,0.0003986845788530115,0.0003120116426975275,0.023698910354163192,
2,1980-12-16,0.00034842743747766055,0.00034783685701229806,0.0003552559587463486,0.000349613593883978,0.00027361063300903357,0.01424590637692948,
3,1980-12-17,0.00036065219289218106,0.000363091900257147,0.00037083638072984824,0.00036494655928476233,0.0002856112924345394,0.011647235743341283,
4,1980-12-18,0.00037899480305491815,0.0003814034199084012,0.00038953847149068697,0.00038335161345222715,0.00030001098327202166,0.009896679451260966,
5,1980-12-19,0.00041872525815210993,0.00042106653234500857,0.00043004756864778606,0.00042321732349426657,0.0003312093963589625,0.006552513293286843,
6,1980-12-22,0.00045234333554204143,0.00045463309524111157,0.00046432449701148525,0.0004569498473759922,0.0003576097466219505,0.005034358439982706,
7,1980-12-23,0.0004829107011192991,0.0004851431817308095,0.0004954909253591238,0.0004876212738640845,0.000381616567838586,0.006326148255517836,
8,1980-12-24,0.0005226411562164907,0.0005248062941674168,0.0005360000225162227,0.0005274869839061238,0.0004128149809255268,0.006468003679186414,
9,1980-12-26,0.0005959951657445703,0.0005980359695001272,0.0006107916324176603,0.0006010907135164124,0.0004704137442754557,0.007488155449398737,
10,1980-12-29,0.0006082199211590907,0.0006102400040960065,0.0006232559700044599,0.0006133570858370399,0.0004800153722889852,0.01255269589441731,
11,1980-12-30,0.00058988278803731,0.000588882943553218,0.0006014433792275605,0.0005918909342759417,0.0004632166500395265,0.009280966548529269,
12,1980-12-31,0.000565433277208269,0.0005644748743614597,0.000576514704053961,0.0005673581896346868,0.0004440188963780915,0.004817048003724459,
13,1981-01-02,0.0005715456549155292,0.0005766789089573387,0.0005858629572440607,0.0005765579688751573,0.00045121599061402065,0.002918599886968391,
14,1981-01-05,0.0005562647106473785,0.0005553218484145502,0.0005671664508638612,0.0005581584103942161,0.00043681629977653847,0.004814029803220873,
15,1981-01-06,0.0005195849673628606,0.0005187042768694773,0.0005297678537228229,0.00052135379774581,0.0004080114157359502,0.0060846922152308965,
16,1981-01-07,0.00048596688997292907,0.0004851431817308095,0.0004954909253591238,0.0004876212738640845,0.000381616567838586,0.007503246451916671,
17,1981-01-08,0.00047068594570477847,0.0004698881384859606,0.00047991050337562407,0.00047228830846330006,0.00036961590841308017,0.0053663604953772485,
18,1981-01-09,0.0005073602119483402,0.000509551250922568,0.0005204196005327232,0.0005121540185053395,0.000400814321500021,0.002897472483443284,
19,1981-01-12,0.0005073602119483402,0.0005065002422735981,0.0005141874317393233,0.0005060208323450257,0.00039601625867606815,0.003193256132794786,
20,1981-01-13,0.0004767983234120388,0.00047599015578390024,0.00048614267216902395,0.00047842149462361386,0.00037441397123703295,0.00310572831819077,
21,1981-01-14,0.0004767983234120388,0.00047904116443287,0.0004892587565657239,0.00048148808770377075,0.00037681300264900936,0.001925611921288349,
22,1981-01-15,0.0004920792676801894,0.0004973472163266887,0.0005048391785492235,0.000496821053104555,0.0003888136620745152,0.0018954299162524816,
